IS_TENT,GENDER,AGE,MARITAL_STATUS,PROFESSION
FALSE,F,19,Single,Professional
FALSE,F,19,Single,Professional
FALSE,F,33,Married,Other
FALSE,F,33,Married,Other
FALSE,M,35,Married,Sales
TRUE,M,35,Married,Sales
FALSE,M,35,Married,Sales
FALSE,M,35,Married,Sales
TRUE,M,38,Married,Other
FALSE,M,38,Married,Other
FALSE,M,38,Married,Other
TRUE,M,24,Single,Other
TRUE,M,24,Single,Other
FALSE,M,24,Single,Other
FALSE,M,24,Single,Other
FALSE,M,51,Married,Other
FALSE,M,51,Married,Other
FALSE,M,51,Married,Other
FALSE,M,51,Married,Other
FALSE,M,51,Married,Other
TRUE,M,19,Single,Other
TRUE,M,19,Single,Other
FALSE,M,19,Single,Other
FALSE,M,19,Single,Other
FALSE,M,19,Single,Other
FALSE,F,58,Married,Other
FALSE,F,58,Married,Other
FALSE,F,58,Married,Other
FALSE,F,58,Married,Other
FALSE,F,44,Married,Professional
FALSE,F,44,Married,Professional
FALSE,F,44,Married,Professional
FALSE,F,36,Married,Executive
FALSE,F,36,Married,Executive
FALSE,F,36,Married,Executive
TRUE,F,36,Married,Executive
TRUE,M,22,Single,Other
TRUE,M,22,Single,Other
FALSE,M,22,Single,Other
FALSE,M,22,Single,Other
TRUE,M,24,Single,Professional
FALSE,M,24,Single,Professional
TRUE,M,24,Single,Professional
FALSE,M,20,Single,Retail
FALSE,M,20,Single,Retail
FALSE,M,20,Single,Retail
FALSE,M,40,Unspecified,Trades
FALSE,M,40,Unspecified,Trades
FALSE,F,39,Single,Professional
FALSE,F,39,Single,Professional
FALSE,M,19,Single,Student
FALSE,M,19,Single,Student
FALSE,M,19,Single,Student
TRUE,M,27,Single,Other
FALSE,M,27,Single,Other
FALSE,M,27,Single,Other
FALSE,F,46,Married,Other
FALSE,F,46,Married,Other
FALSE,F,46,Married,Other
FALSE,F,46,Married,Other
FALSE,F,46,Married,Other
FALSE,F,46,Married,Other
FALSE,M,27,Single,Other
FALSE,M,27,Single,Other
FALSE,F,21,Single,Professional
FALSE,F,21,Single,Professional
FALSE,M,24,Single,Retail
FALSE,M,24,Single,Retail
FALSE,F,33,Married,Other
FALSE,F,33,Married,Other
FALSE,F,33,Married,Other
FALSE,F,33,Married,Other
FALSE,F,33,Married,Other
FALSE,F,44,Unspecified,Hospitality
FALSE,F,44,Unspecified,Hospitality
FALSE,F,44,Unspecified,Hospitality
FALSE,M,30,Married,Executive
FALSE,M,30,Married,Executive
FALSE,M,30,Married,Executive
FALSE,M,34,Married,Sales
TRUE,M,34,Married,Sales
FALSE,M,34,Married,Sales
FALSE,M,43,Married,Executive
FALSE,M,43,Married,Executive
FALSE,M,43,Married,Executive
FALSE,M,43,Married,Executive
FALSE,F,21,Single,Other
FALSE,F,21,Single,Other
FALSE,F,21,Single,Other
FALSE,F,25,Single,Student
FALSE,F,25,Single,Student
FALSE,M,22,Unspecified,Other
FALSE,M,22,Unspecified,Other
FALSE,F,27,Single,Sales
FALSE,F,27,Single,Sales
TRUE,M,28,Single,Trades
FALSE,M,28,Single,Trades
TRUE,M,28,Single,Trades
TRUE,M,28,Single,Sales
FALSE,M,28,Single,Sales
FALSE,M,28,Single,Sales
TRUE,M,34,Married,Other
FALSE,M,34,Married,Other
TRUE,M,34,Married,Other
FALSE,F,25,Single,Retail
FALSE,F,25,Single,Retail
FALSE,M,43,Single,Executive
FALSE,M,43,Single,Executive
FALSE,M,43,Single,Executive
FALSE,M,22,Single,Student
FALSE,M,22,Single,Student
FALSE,M,22,Single,Student
TRUE,F,34,Married,Executive
TRUE,F,34,Married,Executive
TRUE,F,34,Married,Executive
FALSE,F,34,Married,Executive
FALSE,F,44,Married,Other
FALSE,F,44,Married,Other
TRUE,M,29,Single,Other
TRUE,M,29,Single,Other
FALSE,M,29,Single,Other
FALSE,M,29,Single,Other
FALSE,F,32,Married,Other
FALSE,F,32,Married,Other
FALSE,F,28,Single,Other
FALSE,F,28,Single,Other
FALSE,F,28,Single,Other
FALSE,F,28,Single,Professional
FALSE,F,28,Single,Professional
FALSE,M,28,Single,Sales
FALSE,M,28,Single,Sales
FALSE,M,28,Single,Sales
FALSE,M,28,Single,Sales
FALSE,F,47,Married,Professional
FALSE,F,47,Married,Professional
FALSE,F,45,Unspecified,Hospitality
FALSE,F,45,Unspecified,Hospitality
FALSE,M,54,Unspecified,Other
FALSE,M,54,Unspecified,Other
FALSE,M,54,Unspecified,Other
FALSE,M,54,Unspecified,Other
FALSE,F,49,Married,Executive
FALSE,F,49,Married,Executive
FALSE,F,22,Single,Retail
FALSE,F,22,Single,Retail
FALSE,F,22,Single,Retail
FALSE,F,30,Married,Executive
FALSE,F,30,Married,Executive
FALSE,F,39,Married,Other
FALSE,F,39,Married,Other
TRUE,M,20,Single,Other
TRUE,M,20,Single,Other
FALSE,M,20,Single,Other
FALSE,F,29,Single,Student
FALSE,F,29,Single,Student
FALSE,M,35,Married,Other
FALSE,M,35,Married,Other
FALSE,M,35,Married,Other
FALSE,F,22,Single,Retail
FALSE,F,22,Single,Retail
FALSE,F,26,Single,Hospitality
FALSE,F,26,Single,Hospitality
TRUE,M,27,Single,Other
TRUE,M,27,Single,Other
FALSE,M,27,Single,Other
FALSE,F,36,Married,Other
FALSE,F,36,Married,Other
FALSE,F,36,Married,Other
FALSE,F,28,Married,Retail
FALSE,F,28,Married,Retail
FALSE,F,26,Single,Professional
FALSE,F,26,Single,Professional
FALSE,F,33,Single,Professional
FALSE,F,33,Single,Professional
FALSE,F,36,Married,Other
FALSE,F,36,Married,Other
FALSE,M,58,Married,Professional
FALSE,M,58,Married,Professional
FALSE,M,58,Married,Professional
FALSE,F,25,Married,Professional
TRUE,F,25,Married,Professional
FALSE,F,40,Unspecified,Hospitality
FALSE,F,40,Unspecified,Hospitality
FALSE,F,48,Married,Retired
FALSE,F,48,Married,Retired
TRUE,M,33,Married,Trades
FALSE,M,33,Married,Trades
FALSE,M,33,Married,Trades
FALSE,M,33,Married,Trades
FALSE,M,33,Married,Trades
TRUE,M,37,Married,Trades
TRUE,M,37,Married,Trades
TRUE,M,21,Single,Executive
TRUE,M,21,Single,Executive
FALSE,M,21,Single,Executive
FALSE,F,25,Single,Professional
FALSE,F,25,Single,Professional
FALSE,M,38,Single,Other
FALSE,M,38,Single,Other
FALSE,M,38,Single,Other
FALSE,F,28,Married,Sales
FALSE,F,28,Married,Sales
FALSE,F,20,Single,Other
FALSE,F,20,Single,Other
TRUE,F,26,Single,Retail
FALSE,F,26,Single,Retail
FALSE,F,26,Single,Retail
FALSE,M,36,Single,Other
FALSE,M,36,Single,Other
FALSE,M,36,Single,Other
FALSE,M,36,Single,Other
FALSE,M,36,Single,Other
FALSE,M,36,Single,Other
FALSE,M,36,Single,Other
FALSE,F,23,Single,Other
FALSE,F,23,Single,Other
FALSE,M,50,Unspecified,Other
FALSE,M,50,Unspecified,Other
FALSE,M,50,Unspecified,Other
FALSE,M,50,Unspecified,Other
FALSE,M,44,Unspecified,Other
FALSE,M,44,Unspecified,Other
FALSE,M,44,Unspecified,Other
FALSE,M,44,Unspecified,Other
FALSE,M,44,Unspecified,Other
FALSE,F,41,Married,Other
FALSE,F,41,Married,Other
FALSE,F,41,Married,Other
FALSE,M,29,Single,Sales
FALSE,M,29,Single,Sales
FALSE,M,29,Single,Sales
FALSE,M,24,Single,Sales
FALSE,M,24,Single,Sales
FALSE,M,24,Single,Sales
FALSE,F,46,Married,Professional
FALSE,F,46,Married,Professional
FALSE,M,31,Unspecified,Professional
FALSE,M,31,Unspecified,Professional
FALSE,F,27,Single,Retail
FALSE,F,27,Single,Retail
FALSE,M,36,Unspecified,Sales
FALSE,M,36,Unspecified,Sales
FALSE,M,22,Single,Sales
FALSE,M,22,Single,Sales
TRUE,M,33,Single,Trades
FALSE,M,33,Single,Trades
FALSE,F,58,Married,Other
FALSE,F,58,Married,Other
FALSE,F,58,Married,Other
FALSE,F,57,Unspecified,Hospitality
FALSE,F,32,Married,Executive
FALSE,M,56,Married,Other
FALSE,M,28,Single,Professional
FALSE,M,31,Married,Other
FALSE,M,31,Married,Other
FALSE,M,46,Unspecified,Other
FALSE,M,46,Unspecified,Other
FALSE,M,46,Unspecified,Other
FALSE,M,43,Married,Other
FALSE,F,37,Single,Other
FALSE,F,44,Unspecified,Hospitality
FALSE,F,24,Single,Other
FALSE,F,51,Unspecified,Hospitality
FALSE,F,51,Unspecified,Hospitality
FALSE,F,51,Unspecified,Hospitality
FALSE,F,51,Unspecified,Hospitality
FALSE,M,28,Married,Other
TRUE,F,35,Married,Executive
FALSE,F,25,Unspecified,Professional
FALSE,F,25,Unspecified,Professional
FALSE,F,25,Unspecified,Professional
FALSE,F,25,Unspecified,Professional
FALSE,F,48,Married,Sales
FALSE,F,28,Single,Other
FALSE,F,28,Single,Other
FALSE,F,28,Single,Other
FALSE,F,30,Married,Other
FALSE,F,29,Single,Other
FALSE,M,44,Married,Other
FALSE,M,39,Married,Sales
FALSE,M,26,Married,Other
FALSE,M,26,Married,Other
FALSE,M,34,Married,Sales
FALSE,M,34,Married,Sales
FALSE,M,34,Married,Sales
FALSE,F,39,Married,Professional
FALSE,M,55,Married,Trades
FALSE,F,25,Single,Retail
FALSE,F,32,Single,Other
FALSE,M,43,Unspecified,Trades
FALSE,M,43,Unspecified,Trades
FALSE,M,43,Unspecified,Trades
FALSE,F,63,Married,Other
FALSE,M,34,Married,Other
FALSE,F,42,Married,Other
FALSE,F,26,Single,Student
FALSE,M,48,Unspecified,Other
FALSE,F,33,Single,Retail
FALSE,F,28,Married,Other
FALSE,F,28,Married,Other
FALSE,F,28,Married,Other
FALSE,F,40,Married,Other
FALSE,F,40,Married,Other
FALSE,F,40,Married,Other
FALSE,F,48,Married,Other
FALSE,F,27,Single,Student
FALSE,M,20,Single,Sales
FALSE,F,19,Single,Professional
FALSE,M,22,Single,Other
FALSE,M,36,Single,Executive
FALSE,M,36,Single,Executive
FALSE,F,24,Single,Other
FALSE,F,24,Single,Other
TRUE,F,42,Unspecified,Hospitality
FALSE,M,32,Married,Sales
TRUE,M,21,Single,Other
FALSE,M,28,Single,Sales
FALSE,M,49,Married,Trades
FALSE,M,24,Single,Professional
FALSE,F,29,Married,Other
FALSE,F,50,Married,Retired
FALSE,F,50,Married,Retired
FALSE,M,29,Single,Other
FALSE,F,68,Married,Retired
FALSE,F,52,Married,Professional
FALSE,M,56,Married,Professional
FALSE,M,56,Married,Professional
FALSE,M,56,Married,Professional
FALSE,F,23,Single,Other
FALSE,M,30,Married,Other
FALSE,M,30,Married,Other
FALSE,M,36,Married,Other
FALSE,M,31,Single,Professional
FALSE,M,32,Single,Professional
FALSE,F,29,Single,Sales
FALSE,F,48,Married,Executive
FALSE,F,48,Married,Executive
FALSE,F,48,Married,Executive
FALSE,F,34,Single,Professional
FALSE,F,29,Single,Professional
FALSE,F,30,Single,Professional
FALSE,M,37,Married,Sales
TRUE,M,31,Married,Trades
FALSE,M,31,Married,Trades
FALSE,M,22,Single,Student
FALSE,M,22,Single,Student
FALSE,M,22,Single,Student
FALSE,M,21,Single,Other
FALSE,F,27,Single,Sales
FALSE,F,47,Married,Other
TRUE,F,47,Married,Other
FALSE,M,41,Single,Other
FALSE,M,41,Single,Other
FALSE,F,53,Married,Retired
FALSE,F,31,Married,Executive
FALSE,F,42,Married,Other
FALSE,F,42,Married,Other
TRUE,M,22,Single,Other
FALSE,F,48,Married,Hospitality
FALSE,F,48,Married,Hospitality
TRUE,F,33,Married,Executive
FALSE,F,31,Married,Professional
FALSE,M,43,Unspecified,Trades
FALSE,F,48,Married,Other
FALSE,M,31,Married,Other
FALSE,M,31,Married,Other
FALSE,F,31,Single,Professional
FALSE,M,39,Married,Sales
FALSE,M,39,Married,Sales
FALSE,F,39,Unspecified,Hospitality
FALSE,F,39,Unspecified,Hospitality
FALSE,M,25,Married,Sales
FALSE,M,37,Single,Professional
TRUE,M,22,Single,Trades
FALSE,M,22,Single,Trades
FALSE,F,36,Married,Professional
TRUE,M,20,Single,Other
FALSE,F,65,Married,Other
FALSE,F,26,Single,Retail
FALSE,F,45,Married,Other
FALSE,F,45,Married,Other
FALSE,M,25,Single,Student
FALSE,M,25,Single,Student
FALSE,M,17,Single,Student
FALSE,M,31,Single,Sales
TRUE,M,31,Single,Sales
FALSE,M,31,Single,Sales
FALSE,F,23,Single,Other
FALSE,F,23,Single,Other
FALSE,F,49,Married,Executive
FALSE,F,49,Married,Executive
FALSE,F,20,Single,Other
FALSE,F,20,Single,Other
FALSE,F,20,Single,Other
FALSE,F,20,Single,Other
FALSE,M,34,Married,Other
FALSE,M,34,Married,Other
FALSE,M,34,Married,Other
FALSE,M,34,Married,Other
FALSE,F,45,Married,Professional
FALSE,F,45,Married,Professional
FALSE,F,34,Unspecified,Other
FALSE,F,34,Unspecified,Other
FALSE,F,34,Unspecified,Other
FALSE,F,34,Unspecified,Other
TRUE,F,39,Unspecified,Other
FALSE,F,39,Unspecified,Other
FALSE,F,39,Unspecified,Other
FALSE,F,46,Married,Executive
FALSE,F,46,Married,Executive
FALSE,F,46,Married,Executive
FALSE,F,46,Married,Executive
FALSE,F,27,Single,Other
FALSE,F,27,Single,Other
TRUE,M,22,Single,Sales
TRUE,M,22,Single,Sales
FALSE,M,22,Single,Sales
FALSE,M,22,Single,Sales
FALSE,M,41,Married,Other
FALSE,M,41,Married,Other
FALSE,M,41,Married,Other
TRUE,F,39,Married,Other
FALSE,F,39,Married,Other
FALSE,F,39,Married,Other
FALSE,F,39,Married,Other
FALSE,F,39,Married,Other
FALSE,F,39,Married,Other
FALSE,M,30,Married,Other
TRUE,M,30,Married,Other
FALSE,M,30,Married,Other
FALSE,M,30,Married,Other
FALSE,F,34,Married,Executive
FALSE,F,34,Married,Executive
FALSE,F,58,Married,Retired
FALSE,F,58,Married,Retired
FALSE,F,58,Married,Retired
FALSE,M,37,Married,Sales
FALSE,M,37,Married,Sales
FALSE,F,34,Unspecified,Sales
FALSE,F,34,Unspecified,Sales
FALSE,F,18,Single,Other
FALSE,F,18,Single,Other
FALSE,F,18,Single,Other
FALSE,M,31,Married,Professional
FALSE,M,31,Married,Professional
FALSE,M,31,Married,Professional
FALSE,M,31,Married,Professional
FALSE,M,31,Married,Professional
FALSE,F,22,Single,Other
FALSE,F,22,Single,Other
FALSE,F,22,Single,Other
FALSE,F,22,Single,Other
FALSE,F,22,Single,Other
FALSE,M,41,Married,Executive
FALSE,M,41,Married,Executive
FALSE,M,41,Married,Executive
FALSE,M,27,Single,Other
FALSE,M,27,Single,Other
TRUE,M,27,Single,Other
FALSE,M,27,Single,Other
FALSE,M,27,Single,Other
FALSE,M,26,Married,Sales
FALSE,M,26,Married,Sales
FALSE,M,26,Married,Sales
FALSE,F,54,Unspecified,Hospitality
FALSE,F,54,Unspecified,Hospitality
FALSE,F,47,Unspecified,Hospitality
FALSE,F,47,Unspecified,Hospitality
FALSE,F,47,Unspecified,Hospitality
FALSE,F,54,Married,Other
FALSE,F,54,Married,Other
TRUE,F,55,Married,Other
FALSE,F,55,Married,Other
FALSE,F,55,Married,Other
TRUE,F,55,Married,Other
FALSE,M,30,Married,Trades
TRUE,M,30,Married,Trades
FALSE,M,30,Married,Trades
FALSE,M,30,Married,Trades
FALSE,F,24,Single,Other
FALSE,F,24,Single,Other
FALSE,F,36,Married,Professional
FALSE,F,36,Married,Professional
FALSE,F,19,Single,Sales
FALSE,F,19,Single,Sales
FALSE,M,20,Single,Other
FALSE,M,20,Single,Other
FALSE,F,68,Married,Other
FALSE,F,68,Married,Other
FALSE,F,68,Married,Other
FALSE,F,35,Married,Other
FALSE,F,35,Married,Other
FALSE,F,35,Married,Other
TRUE,M,30,Single,Trades
FALSE,M,30,Single,Trades
FALSE,M,30,Single,Trades
FALSE,F,31,Single,Professional
FALSE,F,31,Single,Professional
FALSE,F,19,Single,Student
FALSE,F,19,Single,Student
FALSE,F,39,Married,Other
FALSE,F,39,Married,Other
FALSE,F,39,Married,Other
FALSE,M,39,Married,Executive
FALSE,M,39,Married,Executive
FALSE,M,39,Married,Executive
FALSE,M,39,Married,Executive
FALSE,M,39,Married,Executive
FALSE,F,24,Single,Retail
FALSE,F,24,Single,Retail
FALSE,M,28,Married,Sales
TRUE,M,28,Married,Sales
FALSE,M,49,Married,Retired
FALSE,M,49,Married,Retired
FALSE,M,49,Married,Retired
FALSE,M,49,Married,Retired
FALSE,M,49,Married,Retired
FALSE,F,43,Married,Other
FALSE,F,43,Married,Other
FALSE,F,43,Married,Other
FALSE,F,43,Married,Other
FALSE,F,42,Married,Other
FALSE,F,42,Married,Other
FALSE,F,42,Married,Other
FALSE,F,32,Married,Professional
FALSE,F,32,Married,Professional
FALSE,F,20,Single,Retail
FALSE,F,20,Single,Retail
FALSE,F,39,Unspecified,Hospitality
TRUE,F,39,Unspecified,Hospitality
TRUE,F,44,Married,Other
FALSE,F,33,Single,Other
FALSE,M,42,Married,Executive
FALSE,M,42,Married,Executive
FALSE,M,42,Married,Executive
FALSE,M,42,Married,Executive
FALSE,M,42,Married,Executive
FALSE,F,62,Unspecified,Hospitality
FALSE,F,25,Married,Sales
FALSE,F,29,Single,Retail
FALSE,M,27,Single,Other
TRUE,M,27,Single,Other
TRUE,F,42,Unspecified,Hospitality
FALSE,M,24,Single,Professional
FALSE,F,48,Unspecified,Hospitality
FALSE,F,48,Married,Executive
TRUE,F,48,Married,Executive
FALSE,F,48,Married,Executive
FALSE,F,52,Married,Other
FALSE,F,36,Married,Executive
TRUE,F,38,Married,Executive
FALSE,F,38,Married,Executive
FALSE,F,64,Married,Retired
FALSE,M,37,Married,Other
FALSE,M,37,Married,Other
FALSE,M,37,Married,Other
FALSE,M,37,Married,Other
FALSE,M,53,Married,Other
FALSE,M,53,Married,Other
TRUE,M,25,Single,Professional
FALSE,M,25,Single,Professional
FALSE,M,35,Married,Sales
FALSE,M,40,Married,Trades
FALSE,M,23,Single,Sales
TRUE,F,42,Married,Other
FALSE,F,42,Married,Other
FALSE,M,32,Married,Other
TRUE,M,31,Married,Other
TRUE,F,35,Married,Other
FALSE,F,35,Married,Other
FALSE,F,25,Single,Professional
FALSE,M,43,Unspecified,Trades
FALSE,M,34,Single,Professional
FALSE,F,31,Married,Executive
FALSE,F,31,Married,Executive
TRUE,F,31,Married,Executive
FALSE,M,39,Married,Other
FALSE,M,39,Married,Other
FALSE,F,23,Single,Other
FALSE,F,26,Single,Other
FALSE,M,39,Unspecified,Trades
FALSE,M,30,Single,Other
FALSE,M,47,Married,Other
FALSE,M,47,Married,Other
FALSE,M,47,Married,Other
FALSE,F,22,Single,Retail
FALSE,F,22,Single,Other
FALSE,M,26,Married,Sales
FALSE,F,35,Married,Executive
FALSE,F,35,Married,Executive
TRUE,F,35,Married,Executive
FALSE,M,53,Married,Retired
FALSE,M,53,Married,Retired
FALSE,F,20,Single,Retail
TRUE,M,31,Single,Sales
FALSE,M,35,Single,Professional
FALSE,M,35,Single,Professional
FALSE,F,31,Married,Other
FALSE,F,27,Single,Student
FALSE,M,28,Single,Other
FALSE,M,28,Single,Other
FALSE,M,20,Single,Other
FALSE,M,23,Single,Student
FALSE,M,21,Single,Sales
FALSE,F,26,Single,Sales
FALSE,F,47,Married,Other
FALSE,F,49,Married,Executive
FALSE,F,36,Married,Other
FALSE,F,36,Married,Other
TRUE,F,36,Married,Other
FALSE,F,61,Married,Other
FALSE,F,61,Married,Other
TRUE,M,22,Single,Trades
FALSE,M,22,Single,Trades
FALSE,M,30,Single,Other
FALSE,M,30,Single,Other
FALSE,M,30,Single,Other
TRUE,M,19,Single,Other
FALSE,M,19,Single,Other
FALSE,F,37,Married,Professional
FALSE,M,48,Married,Professional
FALSE,M,42,Married,Other
FALSE,M,42,Married,Other
FALSE,M,26,Married,Other
FALSE,M,55,Married,Other
FALSE,M,55,Married,Other
FALSE,F,27,Single,Professional
FALSE,M,27,Single,Other
FALSE,M,27,Single,Other
FALSE,F,36,Married,Other
FALSE,F,36,Married,Other
FALSE,F,35,Married,Professional
FALSE,F,20,Single,Other
FALSE,F,38,Single,Professional
FALSE,F,35,Married,Executive
TRUE,M,35,Married,Other
FALSE,F,27,Single,Other
FALSE,M,43,Married,Retired
FALSE,M,42,Married,Other
FALSE,M,42,Married,Other
FALSE,M,26,Married,Other
TRUE,F,31,Married,Executive
FALSE,F,31,Married,Executive
FALSE,M,28,Single,Other
FALSE,M,52,Married,Professional
FALSE,M,52,Married,Professional
TRUE,M,27,Single,Sales
FALSE,F,47,Married,Executive
FALSE,F,47,Married,Executive
FALSE,M,41,Single,Sales
FALSE,F,44,Unspecified,Hospitality
FALSE,F,44,Unspecified,Hospitality
FALSE,M,30,Single,Other
FALSE,M,30,Single,Other
FALSE,M,30,Single,Other
FALSE,M,34,Single,Trades
FALSE,M,34,Single,Trades
FALSE,M,38,Single,Other
FALSE,M,38,Single,Other
FALSE,M,38,Single,Other
FALSE,M,22,Single,Sales
FALSE,M,22,Single,Sales
FALSE,M,22,Single,Sales
FALSE,F,31,Unspecified,Other
TRUE,F,31,Unspecified,Other
FALSE,F,34,Married,Professional
FALSE,F,25,Single,Retail
FALSE,F,23,Single,Retail
FALSE,F,50,Married,Other
FALSE,F,56,Married,Other
FALSE,F,56,Married,Other
FALSE,F,56,Married,Other
FALSE,F,27,Single,Other
FALSE,M,39,Single,Other
FALSE,M,31,Unspecified,Professional
FALSE,M,31,Unspecified,Professional
FALSE,F,31,Married,Hospitality
FALSE,F,31,Married,Hospitality
FALSE,F,31,Married,Hospitality
TRUE,M,25,Single,Professional
FALSE,M,36,Unspecified,Trades
FALSE,M,20,Single,Sales
FALSE,F,41,Married,Other
FALSE,M,27,Single,Other
FALSE,M,27,Single,Other
FALSE,M,27,Single,Other
FALSE,M,34,Married,Other
FALSE,F,23,Single,Professional
FALSE,F,23,Single,Professional
FALSE,M,36,Married,Other
FALSE,M,32,Unspecified,Professional
FALSE,M,40,Married,Other
FALSE,M,23,Single,Student
TRUE,M,26,Single,Professional
FALSE,F,67,Unspecified,Hospitality
FALSE,F,31,Married,Professional
FALSE,F,45,Married,Other
FALSE,F,45,Married,Other
FALSE,F,35,Unspecified,Hospitality
FALSE,F,35,Unspecified,Hospitality
FALSE,F,34,Married,Executive
FALSE,F,34,Married,Executive
FALSE,M,31,Married,Sales
FALSE,M,42,Married,Other
FALSE,F,23,Single,Professional
FALSE,F,30,Married,Hospitality
FALSE,F,30,Married,Hospitality
TRUE,M,23,Single,Trades
FALSE,M,23,Single,Trades
FALSE,F,22,Single,Other
FALSE,F,22,Single,Other
FALSE,F,22,Single,Other
FALSE,F,22,Single,Other
FALSE,M,38,Unspecified,Trades
FALSE,M,38,Unspecified,Trades
FALSE,M,38,Unspecified,Trades
FALSE,M,38,Unspecified,Trades
FALSE,F,34,Married,Executive
FALSE,F,34,Married,Executive
FALSE,M,28,Single,Other
FALSE,M,28,Single,Other
FALSE,M,28,Single,Other
FALSE,M,28,Single,Other
FALSE,M,28,Single,Other
FALSE,M,28,Single,Other
FALSE,M,44,Married,Sales
FALSE,M,44,Married,Sales
FALSE,M,25,Single,Other
FALSE,M,25,Single,Other
TRUE,M,26,Single,Trades
TRUE,M,26,Single,Trades
FALSE,M,26,Single,Trades
FALSE,M,26,Single,Trades
FALSE,F,53,Married,Retired
FALSE,F,53,Married,Retired
FALSE,F,44,Unspecified,Hospitality
FALSE,F,44,Unspecified,Hospitality
FALSE,F,53,Unspecified,Hospitality
FALSE,F,53,Unspecified,Hospitality
FALSE,F,46,Married,Other
FALSE,F,46,Married,Other
FALSE,F,46,Married,Other
FALSE,M,22,Single,Sales
FALSE,M,22,Single,Sales
FALSE,M,22,Single,Sales
FALSE,M,56,Married,Other
FALSE,M,56,Married,Other
FALSE,M,56,Married,Other
FALSE,M,56,Married,Other
FALSE,F,23,Single,Retail
FALSE,F,23,Single,Retail
FALSE,M,22,Single,Student
FALSE,M,22,Single,Student
FALSE,F,29,Single,Other
FALSE,F,29,Single,Other
FALSE,F,20,Single,Retail
FALSE,F,20,Single,Retail
FALSE,F,20,Single,Retail
FALSE,F,45,Married,Other
FALSE,F,45,Married,Other
FALSE,F,45,Married,Other
FALSE,F,42,Married,Other
FALSE,F,42,Married,Other
FALSE,F,46,Married,Other
FALSE,F,46,Married,Other
FALSE,M,23,Single,Sales
FALSE,M,23,Single,Sales
FALSE,M,36,Married,Sales
FALSE,M,36,Married,Sales
FALSE,M,30,Unspecified,Professional
FALSE,M,30,Unspecified,Professional
TRUE,M,30,Unspecified,Professional
TRUE,M,31,Married,Executive
FALSE,M,31,Married,Executive
FALSE,M,31,Married,Executive
FALSE,M,31,Married,Executive
FALSE,M,32,Single,Other
FALSE,M,32,Single,Other
FALSE,M,32,Single,Other
FALSE,M,32,Single,Other
FALSE,M,32,Single,Other
TRUE,M,32,Single,Other
FALSE,M,32,Single,Other
FALSE,F,38,Unspecified,Other
FALSE,F,38,Unspecified,Other
FALSE,F,38,Unspecified,Other
FALSE,F,38,Unspecified,Other
FALSE,F,28,Single,Sales
FALSE,F,28,Single,Sales
FALSE,M,19,Single,Student
FALSE,M,19,Single,Student
FALSE,F,29,Single,Student
FALSE,F,29,Single,Student
FALSE,M,44,Single,Executive
FALSE,M,44,Single,Executive
FALSE,M,44,Single,Executive
FALSE,F,55,Unspecified,Hospitality
FALSE,F,55,Unspecified,Hospitality
FALSE,M,23,Single,Trades
TRUE,M,23,Single,Trades
FALSE,M,23,Single,Trades
FALSE,F,23,Single,Student
FALSE,F,23,Single,Student
FALSE,F,23,Single,Student
FALSE,F,22,Single,Professional
FALSE,F,22,Single,Professional
FALSE,M,46,Married,Professional
FALSE,M,46,Married,Professional
FALSE,F,33,Married,Professional
FALSE,F,33,Married,Professional
FALSE,M,44,Married,Professional
FALSE,M,44,Married,Professional
FALSE,M,47,Unspecified,Trades
FALSE,M,47,Unspecified,Trades
TRUE,M,42,Married,Trades
FALSE,M,42,Married,Trades
FALSE,M,42,Married,Trades
FALSE,M,42,Married,Trades
TRUE,F,42,Married,Executive
FALSE,F,30,Single,Other
FALSE,M,52,Married,Professional
FALSE,M,52,Married,Professional
FALSE,M,22,Single,Professional
FALSE,M,22,Single,Professional
FALSE,M,22,Single,Professional
FALSE,M,36,Married,Trades
FALSE,F,45,Unspecified,Hospitality
FALSE,F,45,Unspecified,Hospitality
FALSE,F,45,Unspecified,Hospitality
FALSE,F,36,Married,Executive
FALSE,F,19,Single,Other
FALSE,F,55,Married,Other
FALSE,F,25,Single,Professional
FALSE,M,47,Unspecified,Other
FALSE,M,47,Unspecified,Other
FALSE,F,47,Married,Executive
FALSE,F,43,Married,Other
FALSE,F,43,Married,Other
FALSE,F,43,Married,Other
FALSE,F,38,Married,Professional
FALSE,F,38,Married,Professional
FALSE,F,38,Married,Professional
FALSE,M,38,Single,Executive
FALSE,M,20,Single,Professional
TRUE,M,24,Single,Executive
FALSE,M,24,Single,Executive
FALSE,M,53,Married,Other
FALSE,M,53,Married,Other
FALSE,F,27,Single,Professional
FALSE,M,27,Single,Other
FALSE,F,36,Married,Other
TRUE,M,25,Single,Trades
FALSE,F,32,Married,Executive
FALSE,F,32,Married,Executive
TRUE,F,38,Married,Other
FALSE,F,38,Married,Other
FALSE,M,19,Single,Other
FALSE,M,19,Single,Other
FALSE,F,21,Single,Retail
FALSE,M,44,Married,Other
FALSE,M,18,Single,Student
FALSE,F,38,Unspecified,Hospitality
FALSE,F,38,Unspecified,Hospitality
FALSE,F,22,Single,Retail
TRUE,M,21,Single,Sales
FALSE,F,26,Single,Other
FALSE,F,31,Married,Other
FALSE,F,29,Single,Retail
FALSE,F,29,Single,Retail
FALSE,M,43,Single,Sales
FALSE,M,43,Single,Sales
FALSE,M,43,Single,Sales
