CHURN,Gender,Status,Children,EstIncome,CarOwner,Age,LongDistance,International,Local,Dropped,Paymethod,LocalBilltype,LongDistanceBilltype,Usage,RatePlan
"T","M","M",1,76511.300000,"N",62,21.680000,3.460000,17.370000,0,"CC","FreeLocal","Standard",42,2
"T","F","M",1,34555.000000,"N",23,25.770000,0.000000,8.840000,0,"CH","FreeLocal","Standard",34,4
"F","F","M",2,11234.700000,"Y",49,0.690000,0.000000,112.720000,0,"CC","Budget","Standard",113,2
"F","F","M",2,36660.900000,"Y",39,0.000000,0.000000,3.360000,1,"CH","Budget","Intnl_discount",3,3
"F","F","M",2,68462.800000,"N",34,24.390000,5.930000,60.510000,0,"CC","FreeLocal","Standard",90,1
"F","F","M",2,72841.300000,"N",47,10.360000,0.000000,72.160000,0,"CC","Budget","Standard",82,2
"F","F","M",2,63670.800000,"Y",46,27.390000,0.000000,51.470000,0,"Auto","FreeLocal","Standard",78,3
"T","M","S",0,80000.000000,"N",41,29.730000,5.240000,35.730000,0,"CC","Budget","Standard",70,3
"F","F","S",1,83287.000000,"Y",47,20.440000,0.000000,100.080000,0,"Auto","Budget","Standard",120,3
"F","M","M",0,12387.600000,"N",56,2.000000,0.000000,65.930000,0,"Auto","FreeLocal","Standard",93,2
"F","F","M",1,82931.300000,"N",64,19.240000,0.000000,118.000000,0,"Auto","FreeLocal","Standard",137,1
"F","F","M",2,57483.900000,"N",44,17.010000,0.000000,27.290000,0,"CH","Budget","Standard",44,3
"T","F","S",2,21274.000000,"N",45,10.870000,0.000000,32.430000,0,"Auto","FreeLocal","Standard",43,4
"F","F","M",2,28267.000000,"N",30,21.870000,0.000000,192.530000,0,"CC","FreeLocal","Standard",214,2
"F","F","M",2,36725.100000,"N",55,8.650000,9.220000,77.000000,0,"CH","Budget","Standard",94,3
"T","M","S",1,94188.300000,"N",57,20.860000,0.860000,19.780000,0,"CC","Budget","Standard",41,4
"F","F","M",2,91861.000000,"Y",41,15.320000,0.000000,6.740000,0,"CC","Budget","Standard",22,2
"T","F","S",1,12374.900000,"Y",33,17.490000,0.000000,106.100000,0,"Auto","FreeLocal","Standard",123,1
"T","F","M",2,69133.900000,"Y",26,8.580000,0.000000,37.730000,0,"CH","FreeLocal","Standard",46,1
"F","F","M",2,84948.000000,"Y",29,11.140000,0.000000,12.580000,0,"CH","FreeLocal","Intnl_discount",23,3
"F","F","M",2,30998.800000,"N",40,2.400000,0.000000,50.500000,0,"Auto","Budget","Standard",52,3
"F","M","D",1,21416.500000,"N",35,9.900000,9.170000,8.530000,0,"CC","FreeLocal","Intnl_discount",27,2
"F","M","S",1,78554.200000,"N",16,5.590000,7.260000,23.030000,0,"Auto","Budget","Standard",35,2
"T","M","S",1,3960.500000,"N",14,29.780000,0.000000,66.350000,0,"Auto","FreeLocal","Standard",96,2
"T","M","M",0,60101.100000,"Y",63,27.700000,6.110000,124.140000,2,"CH","FreeLocal","Standard",157,2
"F","F","M",2,38215.900000,"N",30,0.000000,0.000000,0.970000,0,"Auto","Budget","Standard",0,4
"T","F","M",1,13829.400000,"N",20,29.000000,0.000000,160.420000,0,"CC","FreeLocal","Standard",176,1
"F","F","M",2,49745.300000,"N",47,2.840000,0.000000,24.440000,0,"CH","Budget","Intnl_discount",27,2
"F","F","M",2,88427.000000,"N",13,22.460000,4.160000,43.340000,0,"CC","Budget","Standard",69,2
"F","F","M",2,98003.700000,"Y",26,1.030000,0.000000,83.390000,0,"CC","FreeLocal","Intnl_discount",84,3
"T","M","S",0,89142.700000,"N",53,3.760000,8.130000,5.010000,0,"CC","Budget","Intnl_discount",16,4
"F","F","S",0,74530.800000,"N",63,20.890000,0.490000,106.500000,0,"Auto","FreeLocal","Intnl_discount",127,3
"T","F","S",0,40120.000000,"N",22,30.000000,0.000000,262.910000,0,"CC","Budget","Standard",265,3
"F","F","M",2,76289.200000,"N",48,22.200000,0.000000,82.430000,0,"CC","Budget","Intnl_discount",104,3
"T","M","M",1,66931.900000,"N",63,11.720000,0.390000,5.350000,0,"CC","Budget","Standard",17,3
"T","F","D",0,40120.000000,"Y",21,40.000000,0.000000,99.730000,0,"CC","FreeLocal","Standard",108,2
"T","F","M",1,40120.000000,"N",22,26.000000,0.000000,26.780000,0,"Auto","FreeLocal","Intnl_discount",48,4
"T","F","S",0,40120.000000,"N",24,27.000000,0.000000,154.770000,0,"CC","Budget","Intnl_discount",168,3
"T","F","S",0,40120.000000,"N",24,26.000000,0.000000,61.440000,0,"CC","Budget","Standard",65,2
"T","F","S",2,42000.000000,"N",23,33.000000,0.000000,35.730000,0,"Auto","Budget","Standard",41,4
"T","F","S",0,40120.000000,"N",20,33.000000,0.000000,9.510000,0,"Auto","Budget","Intnl_discount",23,4
"T","F","S",2,40120.000000,"N",22,37.000000,2.220000,38.180000,0,"CC","FreeLocal","Standard",62,2
"T","F","S",1,40120.000000,"N",21,28.450000,0.000000,106.300000,0,"CC","Budget","Standard",134,1
"F","F","M",2,90271.600000,"N",44,13.960000,0.000000,96.430000,0,"CC","FreeLocal","Standard",110,1
"F","F","M",2,64816.600000,"Y",31,21.000000,0.000000,6.870000,0,"CC","Budget","Standard",27,4
"F","F","M",2,98217.100000,"N",44,29.490000,0.000000,13.240000,0,"CC","FreeLocal","Standard",42,4
"T","F","S",1,2929.130000,"N",53,14.000000,0.000000,88.230000,0,"CH","Budget","Intnl_discount",102,1
"F","F","M",2,41876.600000,"Y",44,6.780000,0.000000,132.650000,0,"CC","FreeLocal","Standard",139,4
"T","M","M",0,96223.400000,"Y",64,11.810000,0.630000,5.730000,0,"CC","FreeLocal","Standard",18,3
"T","F","S",0,15989.300000,"N",61,3.670000,0.000000,25.490000,1,"CC","Budget","Intnl_discount",29,3
"T","M","M",0,69168.400000,"Y",62,14.160000,6.010000,214.730000,0,"CC","Budget","Standard",234,3
"F","M","M",1,92148.500000,"Y",38,2.000000,0.000000,100.900000,0,"CC","Budget","Intnl_discount",113,2
"F","M","M",0,96681.000000,"Y",19,2.000000,7.660000,40.920000,0,"CC","Budget","Standard",73,2
"F","M","S",0,62705.900000,"Y",39,2.000000,0.000000,6.810000,0,"CC","FreeLocal","Intnl_discount",33,2
"F","M","S",0,80221.200000,"N",29,2.000000,0.000000,49.560000,0,"Auto","FreeLocal","Standard",50,2
"F","M","S",0,84479.200000,"N",28,2.000000,0.000000,43.010000,0,"CC","FreeLocal","Standard",56,2
"F","F","M",2,64977.400000,"N",38,28.110000,0.000000,17.660000,0,"CC","FreeLocal","Standard",45,3
"T","F","M",0,77994.000000,"N",50,12.400000,0.000000,89.620000,0,"CH","FreeLocal","Standard",102,1
"F","M","M",2,90103.700000,"N",34,12.230000,8.870000,45.340000,0,"CC","Budget","Intnl_discount",66,4
"T","F","M",0,59008.400000,"Y",30,12.860000,0.000000,18.730000,0,"CC","Budget","Standard",31,1
"F","M","M",2,5265.350000,"N",52,2.330000,5.300000,23.460000,0,"Auto","Budget","Intnl_discount",31,3
"F","M","S",1,84978.100000,"N",21,5.030000,7.680000,76.070000,0,"CH","FreeLocal","Intnl_discount",88,2
"F","F","M",2,36647.900000,"N",49,21.410000,0.000000,85.960000,0,"CC","Budget","Intnl_discount",107,4
"T","F","S",0,64319.200000,"N",41,3.010000,0.000000,37.150000,0,"CH","Budget","Intnl_discount",40,1
"F","F","S",1,73338.000000,"N",48,20.920000,0.000000,9.010000,0,"Auto","Budget","Intnl_discount",29,2
"T","F","S",0,433.740000,"N",60,3.300000,0.000000,40.910000,0,"CC","FreeLocal","Standard",44,2
"F","F","M",2,16962.200000,"N",45,18.600000,0.000000,8.960000,0,"CC","Budget","Standard",27,2
"F","M","M",2,10708.300000,"N",26,20.830000,4.850000,117.260000,0,"CH","Budget","Intnl_discount",142,1
"T","F","M",0,2031.610000,"N",20,21.640000,0.000000,87.400000,0,"CC","Budget","Standard",109,1
"F","F","S",2,16938.500000,"N",52,13.350000,0.000000,8.760000,0,"CH","FreeLocal","Standard",22,3
"F","F","M",0,55221.000000,"N",43,0.490000,0.000000,15.200000,0,"CC","FreeLocal","Standard",15,1
"F","F","M",1,8073.110000,"N",46,28.700000,0.000000,60.350000,0,"Auto","FreeLocal","Standard",89,4
"F","M","M",0,95448.600000,"Y",53,24.240000,0.000000,5.210000,0,"CH","Budget","Standard",29,4
"T","M","S",1,24141.500000,"Y",17,28.820000,0.000000,97.050000,0,"CC","FreeLocal","Standard",125,1
"F","M","S",2,63152.600000,"Y",63,29.930000,0.000000,40.070000,0,"CC","Budget","Intnl_discount",70,1
"F","M","S",1,31952.000000,"N",34,0.000000,0.000000,4.870000,2,"CC","Budget","Standard",4,2
"F","M","S",2,72084.700000,"N",55,29.110000,0.000000,9.020000,0,"CC","Budget","Intnl_discount",38,2
"F","F","S",0,42760.500000,"N",47,13.470000,0.000000,40.230000,0,"CC","Budget","Standard",53,4
"F","F","S",1,49072.000000,"N",48,23.500000,0.000000,10.740000,0,"Auto","Budget","Intnl_discount",34,3
"F","F","M",0,27371.800000,"Y",52,16.140000,0.000000,126.550000,0,"CC","FreeLocal","Standard",142,3
"T","M","M",1,71472.900000,"N",41,16.020000,0.000000,114.200000,0,"CH","Budget","Standard",130,1
"F","F","M",0,95405.700000,"N",48,7.740000,0.000000,6.210000,0,"CC","Budget","Standard",13,3
"F","F","S",0,95786.800000,"Y",52,21.330000,0.000000,87.460000,0,"CC","Budget","Standard",108,1
"T","M","S",0,90321.600000,"N",55,0.870000,0.000000,11.520000,0,"CC","FreeLocal","Intnl_discount",12,3
"T","M","D",1,90478.600000,"N",54,18.020000,0.000000,136.470000,0,"CC","FreeLocal","Standard",154,4
"F","F","M",2,56187.000000,"N",43,8.090000,0.000000,13.740000,0,"CH","Budget","Standard",21,3
"F","M","M",1,28313.100000,"N",20,6.890000,0.000000,6.740000,0,"CC","Budget","Standard",13,2
"T","F","S",1,41000.000000,"N",24,23.560000,0.000000,206.080000,0,"CC","Budget","Intnl_discount",229,2
"F","M","M",2,29616.000000,"N",49,29.780000,0.000000,45.500000,0,"CH","FreeLocal","Standard",75,4
"F","M","M",0,19732.800000,"N",50,24.810000,0.000000,22.440000,0,"CC","FreeLocal","Standard",47,1
"F","M","S",2,96.330000,"N",56,26.130000,0.000000,32.880000,1,"CC","Budget","Standard",59,3
"F","F","M",2,52004.800000,"N",25,5.030000,0.000000,23.110000,0,"CH","Budget","Intnl_discount",28,2
"F","M","M",2,53010.800000,"N",18,12.450000,0.000000,46.420000,4,"CC","FreeLocal","Standard",58,4
"F","M","M",0,75004.500000,"N",64,26.520000,0.000000,32.190000,0,"CC","Budget","Intnl_discount",58,1
"F","M","M",0,19749.300000,"N",60,20.220000,0.000000,13.940000,0,"CC","Budget","Standard",34,2
"F","M","S",1,57626.900000,"Y",43,9.380000,0.000000,38.960000,0,"CC","Budget","Standard",48,1
"F","M","M",2,20078.000000,"N",32,9.650000,0.000000,6.330000,0,"CC","Budget","Intnl_discount",15,1
"F","F","M",2,47902.000000,"N",26,17.440000,4.940000,49.920000,1,"Auto","FreeLocal","Standard",72,3
"T","M","M",1,7545.960000,"Y",16,22.390000,0.000000,178.360000,0,"CC","Budget","Standard",200,2
"F","F","S",0,78851.300000,"N",48,0.370000,0.000000,28.660000,0,"CC","FreeLocal","Standard",29,3
"T","F","S",1,17540.700000,"Y",62,22.170000,0.570000,13.450000,0,"Auto","Budget","Standard",36,1
"T","F","M",0,83891.900000,"Y",61,28.920000,0.000000,45.470000,0,"CH","Budget","Standard",74,4
"T","F","M",2,28220.800000,"N",38,26.490000,0.000000,12.460000,0,"CC","FreeLocal","Standard",38,4
"T","F","S",0,28589.100000,"N",15,13.190000,0.000000,87.090000,0,"CC","FreeLocal","Standard",100,1
"F","F","M",2,5237.630000,"N",48,13.320000,8.050000,56.640000,0,"CC","Budget","Standard",78,3
"T","M","S",2,89459.900000,"N",53,11.540000,1.610000,22.900000,0,"CC","FreeLocal","Standard",36,2
"T","F","S",1,13576.500000,"N",39,14.830000,0.000000,25.660000,0,"CC","Budget","Standard",40,4
"F","F","S",0,81710.900000,"N",58,20.950000,0.000000,15.460000,1,"CC","FreeLocal","Standard",36,4
"T","F","M",2,67388.000000,"N",53,4.790000,0.500000,91.040000,1,"CC","Budget","Standard",96,4
"F","F","M",1,57063.000000,"Y",52,16.790000,0.000000,81.300000,0,"CH","Budget","Standard",98,4
"T","F","M",2,84166.100000,"N",54,3.280000,0.000000,11.740000,1,"CC","Budget","Standard",15,1
"F","F","S",0,45612.900000,"N",14,12.530000,0.000000,311.290000,0,"CC","Budget","Standard",323,4
"T","F","S",1,7737.940000,"N",42,11.050000,0.000000,50.840000,0,"CC","FreeLocal","Standard",61,4
"T","M","S",2,120000.000000,"N",42,21.370000,0.000000,293.240000,0,"CH","Budget","Standard",314,2
"F","F","M",2,45287.600000,"Y",29,0.000000,0.000000,2.970000,0,"CC","Budget","Standard",2,2
"T","F","M",2,59613.100000,"N",34,12.370000,0.000000,163.410000,0,"CC","Budget","Intnl_discount",175,4
"T","F","S",1,16326.700000,"N",50,0.000000,0.000000,1.340000,0,"CC","FreeLocal","Intnl_discount",1,2
"T","F","S",2,9559.780000,"N",51,18.310000,0.000000,59.590000,0,"CC","FreeLocal","Standard",77,2
"F","F","M",2,42031.800000,"N",50,20.450000,0.000000,39.330000,0,"CH","Budget","Intnl_discount",59,4
"F","F","M",2,83284.100000,"Y",28,26.910000,0.000000,9.040000,0,"Auto","FreeLocal","Intnl_discount",35,3
"F","M","M",1,39229.100000,"N",26,28.820000,4.740000,13.530000,0,"CC","Budget","Intnl_discount",47,4
"F","F","D",1,68427.400000,"N",42,23.760000,0.000000,50.050000,0,"Auto","FreeLocal","Standard",73,1
"T","M","S",0,3601.710000,"N",49,9.570000,4.190000,111.840000,0,"Auto","Budget","Intnl_discount",125,4
"T","F","S",0,98716.300000,"N",55,20.970000,8.230000,13.920000,0,"CC","FreeLocal","Standard",43,4
"F","F","S",2,66182.700000,"Y",62,11.700000,0.000000,47.170000,0,"Auto","Budget","Standard",58,4
"T","F","M",2,84789.300000,"N",50,14.220000,8.800000,10.450000,0,"CH","FreeLocal","Standard",33,4
"T","F","M",2,35976.500000,"Y",48,18.850000,0.000000,31.780000,0,"Auto","FreeLocal","Intnl_discount",50,4
"F","F","M",0,32703.100000,"Y",64,16.800000,0.000000,56.090000,0,"CC","Budget","Intnl_discount",72,4
"F","F","M",2,8204.720000,"N",52,15.590000,0.000000,24.190000,0,"CH","FreeLocal","Standard",39,2
"T","M","M",1,97180.400000,"N",50,8.210000,9.630000,45.660000,0,"CC","FreeLocal","Standard",63,3
"F","F","M",0,80405.100000,"N",60,2.910000,8.950000,17.110000,0,"CC","FreeLocal","Standard",28,4
"F","F","S",2,38280.000000,"N",33,11.640000,0.000000,74.970000,0,"Auto","FreeLocal","Intnl_discount",86,2
"T","M","S",0,64136.600000,"Y",61,16.210000,1.000000,125.150000,0,"CC","FreeLocal","Intnl_discount",142,1
"T","F","M",2,45429.700000,"Y",61,24.700000,0.000000,73.040000,0,"CH","FreeLocal","Standard",97,2
"T","F","S",0,25285.500000,"N",53,9.370000,0.000000,11.930000,0,"CC","FreeLocal","Standard",21,3
"F","F","M",2,77551.100000,"Y",33,20.530000,0.000000,41.890000,1,"CC","Budget","Intnl_discount",62,3
"T","F","M",0,38538.400000,"N",12,22.860000,8.320000,16.480000,0,"CC","FreeLocal","Standard",47,1
"F","M","M",0,92881.800000,"N",21,2.150000,6.120000,85.290000,0,"CC","FreeLocal","Standard",93,2
"T","M","S",2,43634.500000,"N",21,29.440000,9.420000,104.640000,0,"CC","Budget","Standard",143,2
"T","F","S",1,13109.100000,"N",62,22.380000,0.000000,40.480000,0,"Auto","Budget","Standard",62,1
"T","M","S",1,92647.500000,"N",56,16.040000,5.740000,10.340000,0,"CC","Budget","Standard",32,2
"F","M","S",2,21021.600000,"Y",62,2.000000,0.000000,11.190000,0,"CC","Budget","Standard",14,2
"T","M","S",0,74460.700000,"Y",55,25.530000,0.990000,179.930000,0,"CC","FreeLocal","Standard",206,2
"T","F","S",2,28787.400000,"N",41,27.970000,0.000000,58.090000,0,"Auto","Budget","Standard",86,1
"F","M","M",1,13091.600000,"N",59,22.790000,0.000000,20.260000,0,"CC","Budget","Intnl_discount",43,4
"F","F","M",2,62061.800000,"Y",45,29.860000,0.000000,52.220000,0,"Auto","FreeLocal","Standard",82,1
"T","F","M",1,20550.900000,"Y",22,27.720000,0.860000,57.060000,0,"CC","Budget","Standard",85,1
"F","M","M",2,1765.410000,"N",18,3.040000,0.000000,44.950000,0,"CC","FreeLocal","Standard",47,4
"T","F","S",2,19131.100000,"N",56,22.150000,0.000000,34.910000,0,"Auto","Budget","Standard",57,2
"F","M","M",2,42750.300000,"Y",50,20.590000,1.970000,112.400000,0,"Auto","Budget","Intnl_discount",134,2
"T","F","S",2,2842.550000,"N",45,0.000000,0.000000,0.790000,0,"Auto","Budget","Intnl_discount",0,4
"F","M","M",2,22358.100000,"N",52,15.540000,1.520000,12.190000,0,"CC","Budget","Standard",29,3
"F","M","M",0,47870.800000,"Y",27,2.000000,1.170000,12.480000,0,"CC","FreeLocal","Standard",13,2
"F","F","S",2,6440.460000,"Y",43,22.660000,0.000000,27.200000,0,"CH","Budget","Standard",49,2
"T","F","S",0,7325.500000,"N",36,28.520000,0.000000,161.540000,0,"CC","FreeLocal","Intnl_discount",190,3
"F","M","M",2,28766.900000,"N",46,6.110000,0.000000,58.080000,0,"CC","Budget","Standard",64,1
"F","M","S",0,72928.200000,"N",38,7.450000,0.000000,196.220000,0,"CC","Budget","Standard",203,2
"F","M","M",2,91272.200000,"Y",25,26.990000,0.000000,13.010000,0,"CC","FreeLocal","Standard",40,1
"T","M","S",0,65000.000000,"Y",52,11.630000,9.700000,115.660000,1,"Auto","FreeLocal","Intnl_discount",137,1
"F","M","M",2,1406.050000,"Y",19,11.550000,0.000000,15.170000,0,"CC","Budget","Standard",26,1
"F","F","S",0,73228.300000,"N",46,22.470000,0.000000,28.110000,0,"Auto","Budget","Standard",50,3
"F","F","S",2,76231.900000,"N",63,2.010000,0.000000,150.750000,0,"Auto","FreeLocal","Standard",152,3
"T","M","M",1,64792.300000,"N",52,13.050000,1.510000,36.840000,0,"CH","FreeLocal","Standard",51,1
"T","F","S",0,93322.100000,"Y",40,29.920000,0.000000,8.790000,0,"CH","Budget","Intnl_discount",38,1
"T","M","M",1,63437.300000,"N",63,0.680000,3.350000,10.940000,0,"CC","Budget","Intnl_discount",14,4
"F","M","M",2,49910.700000,"Y",51,27.420000,0.000000,23.720000,0,"CC","Budget","Standard",51,4
"T","M","M",1,76161.400000,"Y",44,11.960000,0.000000,25.580000,0,"CC","FreeLocal","Standard",37,3
"F","F","M",2,55860.000000,"Y",14,16.010000,0.000000,10.350000,0,"CC","FreeLocal","Intnl_discount",26,1
"T","F","S",1,12686.000000,"N",64,23.230000,0.000000,80.640000,0,"Auto","Budget","Standard",103,4
"F","M","M",2,57360.800000,"Y",53,10.360000,0.000000,57.250000,0,"CC","FreeLocal","Standard",67,1
"T","M","M",0,92414.700000,"Y",45,29.430000,0.000000,10.620000,0,"CC","FreeLocal","Standard",40,1
"T","M","M",0,60102.700000,"N",42,9.840000,0.000000,62.440000,1,"CH","FreeLocal","Standard",72,3
"F","F","M",2,17888.700000,"N",52,29.410000,0.000000,332.460000,0,"CC","Budget","Standard",361,2
"T","F","S",1,12526.300000,"N",53,11.720000,0.000000,28.860000,0,"CC","FreeLocal","Intnl_discount",40,3
"T","F","S",2,14578.800000,"Y",60,11.910000,0.000000,95.100000,0,"Auto","Budget","Standard",107,1
"T","M","M",0,78572.200000,"Y",42,21.810000,0.000000,29.280000,1,"CC","FreeLocal","Standard",51,1
"F","M","M",1,3933.740000,"N",17,9.750000,0.000000,47.910000,0,"CC","Budget","Intnl_discount",57,2
"F","F","M",2,48238.800000,"N",34,23.280000,0.000000,168.030000,0,"CC","FreeLocal","Standard",191,1
"T","F","M",0,28770.900000,"N",12,27.990000,5.320000,16.270000,0,"CH","FreeLocal","Standard",49,3
"F","F","M",2,87578.200000,"Y",53,0.290000,0.000000,22.150000,0,"CC","Budget","Standard",22,4
"F","F","M",2,86695.400000,"N",13,25.940000,0.000000,32.090000,0,"CC","FreeLocal","Standard",58,1
"F","F","S",2,76791.200000,"N",43,20.710000,0.000000,23.000000,0,"CC","Budget","Intnl_discount",43,3
"T","F","S",1,30763.800000,"Y",14,21.320000,0.000000,35.850000,0,"CC","Budget","Standard",57,3
"F","F","M",2,3193.600000,"N",54,4.190000,0.000000,114.620000,1,"CH","Budget","Standard",118,3
"F","M","M",1,69680.900000,"N",15,7.670000,0.000000,32.120000,0,"CC","FreeLocal","Intnl_discount",39,2
"F","F","M",0,77000.000000,"N",63,29.640000,0.000000,90.180000,4,"Auto","FreeLocal","Intnl_discount",119,4
"T","M","D",0,2056.060000,"Y",18,24.070000,6.980000,27.750000,0,"Auto","Budget","Standard",58,3
"F","F","M",2,7776.600000,"N",35,25.870000,0.000000,68.330000,0,"CC","FreeLocal","Standard",94,1
"F","M","M",1,2067.820000,"N",47,15.250000,0.000000,70.650000,0,"CC","Budget","Intnl_discount",85,4
"T","M","S",0,78000.000000,"N",46,4.580000,7.660000,8.490000,0,"CC","Budget","Standard",20,4
"F","F","M",2,69343.300000,"N",42,6.360000,0.000000,15.540000,0,"CC","FreeLocal","Standard",21,1
"F","F","M",0,83287.000000,"N",42,0.570000,0.000000,23.890000,2,"Auto","Budget","Standard",24,3
"F","F","M",0,14932.500000,"N",70,4.910000,0.000000,6.500000,0,"CC","Budget","Intnl_discount",11,3
"F","F","S",0,27498.100000,"N",70,2.200000,0.000000,9.880000,0,"CC","Budget","Intnl_discount",12,2
"F","F","M",2,21419.900000,"N",59,26.390000,0.000000,103.120000,0,"CC","FreeLocal","Standard",129,4
"F","F","M",2,30665.200000,"Y",22,5.830000,8.320000,63.280000,0,"Auto","FreeLocal","Standard",77,3
"F","F","M",1,68000.000000,"Y",44,6.080000,0.000000,30.950000,0,"Auto","FreeLocal","Intnl_discount",37,1
"F","F","M",2,50561.300000,"N",62,16.600000,0.000000,113.310000,1,"CH","Budget","Standard",129,3
"T","F","S",2,23464.000000,"Y",55,22.430000,0.000000,41.710000,0,"CC","Budget","Intnl_discount",64,3
"F","F","M",2,194.570000,"N",41,28.260000,0.000000,38.950000,0,"CC","FreeLocal","Standard",67,4
"F","F","M",1,98680.400000,"Y",62,17.580000,0.000000,8.850000,0,"CH","FreeLocal","Intnl_discount",26,1
"T","M","M",0,65619.700000,"Y",46,13.560000,0.000000,144.660000,0,"CC","Budget","Standard",158,3
"F","F","M",1,95620.300000,"Y",41,10.910000,0.000000,93.610000,0,"CC","Budget","Standard",104,3
"F","F","D",1,85275.000000,"N",70,22.480000,0.000000,151.610000,0,"Auto","FreeLocal","Intnl_discount",174,3
"F","F","M",1,66921.400000,"Y",61,15.700000,0.000000,8.970000,0,"CC","FreeLocal","Intnl_discount",24,3
"F","F","M",1,98453.600000,"Y",55,13.720000,0.000000,11.650000,0,"Auto","FreeLocal","Standard",25,2
"F","F","M",2,94026.800000,"Y",27,25.000000,0.000000,10.620000,0,"CC","FreeLocal","Intnl_discount",35,3
"F","F","S",2,57420.000000,"Y",42,25.180000,0.000000,252.530000,1,"Auto","Budget","Standard",277,3
"T","M","M",0,80000.000000,"N",56,3.930000,3.730000,26.690000,1,"CC","FreeLocal","Standard",34,1
"F","M","M",2,47639.100000,"N",61,17.480000,0.000000,39.620000,0,"CC","Budget","Intnl_discount",57,4
"F","F","M",2,63234.500000,"Y",52,0.000000,0.000000,1.160000,0,"CH","FreeLocal","Intnl_discount",1,4
"F","F","S",2,46945.000000,"N",65,18.960000,4.620000,26.010000,0,"CC","Budget","Standard",49,2
"F","M","M",0,3911.900000,"N",59,5.720000,8.480000,25.140000,0,"CC","Budget","Intnl_discount",39,1
"F","F","M",0,71816.100000,"Y",60,26.570000,0.000000,25.260000,0,"CC","FreeLocal","Standard",51,4
"F","F","M",2,18296.400000,"Y",42,0.080000,0.000000,10.390000,0,"CC","FreeLocal","Standard",10,1
"T","F","S",0,39461.000000,"N",22,22.870000,0.280000,103.520000,1,"CC","FreeLocal","Standard",126,2
"F","F","M",1,71502.500000,"N",57,0.000000,0.000000,0.680000,0,"CC","FreeLocal","Standard",0,2
"F","F","S",1,66000.000000,"N",52,22.820000,0.000000,63.290000,0,"Auto","FreeLocal","Standard",86,4
"F","F","M",1,95011.500000,"N",52,0.000000,0.000000,2.830000,0,"CC","FreeLocal","Standard",2,2
"F","M","M",1,47371.000000,"Y",54,4.980000,7.690000,258.290000,0,"CC","Budget","Intnl_discount",270,2
"F","F","M",2,52957.000000,"Y",39,25.790000,0.000000,125.520000,2,"CH","FreeLocal","Standard",151,4
"F","F","S",2,86747.100000,"N",64,20.150000,0.000000,37.240000,0,"Auto","Budget","Standard",57,3
"F","F","M",0,57942.400000,"N",50,19.350000,0.000000,105.330000,0,"CH","Budget","Intnl_discount",124,3
"F","F","M",1,87404.600000,"N",63,21.630000,0.000000,139.200000,0,"Auto","Budget","Standard",160,4
"F","M","S",2,20919.000000,"N",55,6.260000,4.920000,153.360000,0,"CC","FreeLocal","Intnl_discount",164,1
"F","F","M",2,85394.000000,"Y",20,19.280000,2.020000,14.380000,1,"Auto","Budget","Intnl_discount",35,4
"T","F","S",0,2121.360000,"N",39,2.020000,0.000000,36.780000,1,"CC","FreeLocal","Standard",38,1
"F","F","M",2,63566.100000,"Y",56,7.940000,0.000000,65.090000,0,"CH","Budget","Intnl_discount",73,3
"F","F","M",0,52089.600000,"N",48,10.810000,0.000000,13.050000,0,"CC","FreeLocal","Standard",23,2
"F","F","S",1,58328.800000,"N",65,7.370000,0.000000,123.880000,0,"CC","FreeLocal","Standard",131,3
"F","F","S",0,89813.600000,"N",12,14.940000,1.960000,149.260000,0,"CC","FreeLocal","Intnl_discount",166,4
"F","F","M",2,82644.200000,"Y",33,21.970000,0.000000,19.880000,0,"CC","FreeLocal","Intnl_discount",41,2
"T","F","S",1,27783.600000,"N",14,4.970000,6.530000,18.070000,0,"CC","FreeLocal","Standard",29,2
"F","F","S",1,86252.800000,"Y",59,1.460000,0.000000,43.970000,0,"CC","Budget","Standard",45,4
"F","F","M",1,38738.300000,"N",60,11.550000,0.000000,48.180000,0,"CC","Budget","Intnl_discount",59,1
"F","F","M",2,60485.500000,"N",41,11.700000,0.000000,28.700000,0,"Auto","Budget","Intnl_discount",40,4
"T","F","M",1,56722.800000,"N",60,17.370000,6.210000,51.170000,0,"CC","FreeLocal","Standard",74,4
"T","F","M",0,55000.000000,"N",48,0.370000,0.000000,28.660000,0,"CC","FreeLocal","Standard",29,4
"F","F","M",2,809.430000,"Y",31,0.000000,0.000000,2.890000,0,"CH","FreeLocal","Intnl_discount",2,1
"T","M","S",1,76529.800000,"N",58,18.460000,5.360000,20.050000,0,"CC","Budget","Standard",43,2
"F","F","M",2,34577.700000,"N",63,29.180000,0.000000,116.570000,3,"CH","Budget","Standard",145,2
"T","M","M",0,23000.000000,"Y",61,28.920000,0.000000,45.470000,0,"CH","Budget","Standard",74,4
"F","F","M",0,77000.000000,"N",55,27.560000,0.000000,45.460000,0,"Auto","Budget","Standard",73,1
"T","F","S",2,19008.400000,"Y",52,10.540000,0.000000,137.190000,0,"CC","FreeLocal","Standard",147,1
"F","F","M",0,98056.300000,"N",55,23.700000,0.000000,126.960000,0,"Auto","FreeLocal","Standard",150,3
"T","M","M",0,73400.000000,"Y",53,0.000000,0.000000,2.210000,0,"CH","Budget","Standard",2,1
"F","F","M",0,53432.200000,"Y",57,12.560000,0.000000,83.480000,0,"CH","FreeLocal","Standard",96,1
